interactorA,interactorB,interactorAType,interactorBType,layer,interactionType
mov10,puf60,human,human,1,human-human
mov10,hnrnpa1,human,human,1,human-human
mov10,khdrbs2,human,human,1,human-human
mov10,pms1,human,human,1,human-human
mov10,mrpl58,human,human,1,human-human
mov10,eif2ak2,human,human,1,human-human
mov10,sirt7,human,human,1,human-human
mov10,cul3,human,human,1,human-human
mov10,cops5,human,human,1,human-human
mov10,cand1,human,human,1,human-human
mov10,rps15a,human,human,1,human-human
mov10,rps13,human,human,1,human-human
mov10,rps26,human,human,1,human-human
mov10,ilf3,human,human,1,human-human
mov10,rpl10,human,human,1,human-human
mov10,ilf2,human,human,1,human-human
mov10,srsf5,human,human,1,human-human
mov10,rpl9,human,human,1,human-human
mov10,rps24,human,human,1,human-human
mov10,rps10,human,human,1,human-human
mov10,rpl31,human,human,1,human-human
mov10,rab5b,human,human,1,human-human
mov10,rhbdd2,human,human,1,human-human
mov10,senp3,human,human,1,human-human
mov10,rpl10l,human,human,1,human-human
mov10,rap1b,human,human,1,human-human
mov10,rab5a,human,human,1,human-human
mov10,myo1e,human,human,1,human-human
mov10,mrps21,human,human,1,human-human
mov10,mrps10,human,human,1,human-human
mov10,uqcr10,human,human,1,human-human
mov10,atp6v1c1,human,human,1,human-human
mov10,sqor,human,human,1,human-human
mov10,sugp2,human,human,1,human-human
mov10,bard1,human,human,1,human-human
mov10,ifit1,human,human,1,human-human
mov10,ifit3,human,human,1,human-human
mov10,cbx6,human,human,1,human-human
mov10,cbx8,human,human,1,human-human
mov10,tardbp,human,human,1,human-human
mov10,rpa1,human,human,1,human-human
mov10,rpa2,human,human,1,human-human
mov10,rpa3,human,human,1,human-human
mov10,stub1,human,human,1,human-human
mov10,pop1,human,human,1,human-human
mov10,upf1,human,human,1,human-human
mov10,stau1,human,human,1,human-human
mov10,cep250,human,human,1,human-human
mov10,noc2l,human,human,1,human-human
mov10,agrn,human,human,1,human-human
mov10,nadk,human,human,1,human-human
mov10,pgd,human,human,1,human-human
mov10,dffa,human,human,1,human-human
mov10,srm,human,human,1,human-human
mov10,exosc10,human,human,1,human-human
mov10,mtor,human,human,1,human-human
mov10,mad2l2,human,human,1,human-human
mov10,clcn6,human,human,1,human-human
mov10,szrd1,human,human,1,human-human
mov10,ubr4,human,human,1,human-human
mov10,micos10,human,human,1,human-human
mov10,ddost,human,human,1,human-human
mov10,e2f2,human,human,1,human-human
mov10,cep85,human,human,1,human-human
mov10,arid1a,human,human,1,human-human
mov10,nudc,human,human,1,human-human
mov10,tmem222,human,human,1,human-human
mov10,stx12,human,human,1,human-human
mov10,rcc1,human,human,1,human-human
mov10,mecr,human,human,1,human-human
mov10,snrnp40,human,human,1,human-human
mov10,txlna,human,human,1,human-human
mov10,yars1,human,human,1,human-human
mov10,sfpq,human,human,1,human-human
mov10,zmym4,human,human,1,human-human
mov10,ago1,human,human,1,human-human
mov10,lsm10,human,human,1,human-human
mov10,c1orf109,human,human,1,human-human
mov10,kiaa0754,human,human,1,human-human
mov10,bmp8b,human,human,1,human-human
mov10,cdc20,human,human,1,human-human
mov10,elovl1,human,human,1,human-human
mov10,med8,human,human,1,human-human
mov10,kdm4a,human,human,1,human-human
mov10,atp6v0b,human,human,1,human-human
mov10,kif2c,human,human,1,human-human
mov10,urod,human,human,1,human-human
mov10,mknk1,human,human,1,human-human
mov10,cmpk1,human,human,1,human-human
mov10,nrdc,human,human,1,human-human
mov10,lrp8,human,human,1,human-human
mov10,yipf1,human,human,1,human-human
mov10,lrrc42,human,human,1,human-human
mov10,mrpl37,human,human,1,human-human
mov10,dock7,human,human,1,human-human
mov10,pde4b,human,human,1,human-human
mov10,wls,human,human,1,human-human
mov10,dnajb4,human,human,1,human-human
mov10,ddah1,human,human,1,human-human
mov10,lmo4,human,human,1,human-human
mov10,kyat3,human,human,1,human-human
mov10,abcd3,human,human,1,human-human
mov10,agl,human,human,1,human-human
mov10,dph5,human,human,1,human-human
mov10,gstm3,human,human,1,human-human
mov10,ahcyl1,human,human,1,human-human
mov10,strip1,human,human,1,human-human
mov10,lamtor5,human,human,1,human-human
mov10,inka2,human,human,1,human-human
mov10,notch2nla,human,human,1,human-human
mov10,lix1l,human,human,1,human-human
mov10,aph1a,human,human,1,human-human
mov10,golph3l,human,human,1,human-human
mov10,setdb1,human,human,1,human-human
mov10,prune1,human,human,1,human-human
mov10,cdc42se1,human,human,1,human-human
mov10,pip5k1a,human,human,1,human-human
mov10,rfx5,human,human,1,human-human
mov10,pogz,human,human,1,human-human
mov10,s100a11,human,human,1,human-human
mov10,s100a4,human,human,1,human-human
mov10,s100a16,human,human,1,human-human
mov10,s100a14,human,human,1,human-human
mov10,chtop,human,human,1,human-human
mov10,slc39a1,human,human,1,human-human
mov10,creb3l4,human,human,1,human-human
mov10,tpm3,human,human,1,human-human
mov10,c1orf43,human,human,1,human-human
mov10,pygo2,human,human,1,human-human
mov10,shc1,human,human,1,human-human
mov10,flad1,human,human,1,human-human
mov10,efna4,human,human,1,human-human
mov10,fdps,human,human,1,human-human
mov10,khdc4,human,human,1,human-human
mov10,arhgef2,human,human,1,human-human
mov10,lmna,human,human,1,human-human
mov10,smg5,human,human,1,human-human
mov10,mef2d,human,human,1,human-human
mov10,hdgf,human,human,1,human-human
mov10,tagln2,human,human,1,human-human
mov10,copa,human,human,1,human-human
mov10,ndufs2,human,human,1,human-human
mov10,tomm40l,human,human,1,human-human
mov10,dcaf6,human,human,1,human-human
mov10,gpr161,human,human,1,human-human
mov10,stx6,human,human,1,human-human
mov10,dhx9,human,human,1,human-human
mov10,c1orf21,human,human,1,human-human
mov10,pla2g4a,human,human,1,human-human
mov10,ddx59,human,human,1,human-human
mov10,adipor1,human,human,1,human-human
mov10,mapkapk2,human,human,1,human-human
mov10,smyd2,human,human,1,human-human
mov10,hlx,human,human,1,human-human
mov10,nvl,human,human,1,human-human
mov10,lin9,human,human,1,human-human
mov10,parp1,human,human,1,human-human
mov10,jmjd4,human,human,1,human-human
mov10,guk1,human,human,1,human-human
mov10,obscn,human,human,1,human-human
mov10,rnf187,human,human,1,human-human
mov10,tomm20,human,human,1,human-human
mov10,mtr,human,human,1,human-human
mov10,ahctf1,human,human,1,human-human
mov10,znf672,human,human,1,human-human
mov10,ptrhd1,human,human,1,human-human
mov10,cenpo,human,human,1,human-human
mov10,mpv17,human,human,1,human-human
mov10,snx17,human,human,1,human-human
mov10,srsf7,human,human,1,human-human
mov10,lrpprc,human,human,1,human-human
mov10,clhc1,human,human,1,human-human
mov10,efemp1,human,human,1,human-human
mov10,smyd5,human,human,1,human-human
mov10,cct7,human,human,1,human-human
mov10,dctn1,human,human,1,human-human
mov10,polr1a,human,human,1,human-human
mov10,rpia,human,human,1,human-human
mov10,mrps5,human,human,1,human-human
mov10,cox5b,human,human,1,human-human
mov10,anapc1,human,human,1,human-human
mov10,bin1,human,human,1,human-human
mov10,iws1,human,human,1,human-human
mov10,ptpn18,human,human,1,human-human
mov10,arhgef4,human,human,1,human-human
mov10,pkp4,human,human,1,human-human
mov10,tanc1,human,human,1,human-human
mov10,itga6,human,human,1,human-human
mov10,atp5mc3,human,human,1,human-human
mov10,mtx2,human,human,1,human-human
mov10,nab1,human,human,1,human-human
mov10,hspd1,human,human,1,human-human
mov10,abi2,human,human,1,human-human
mov10,eef1b2,human,human,1,human-human
mov10,ccnyl1,human,human,1,human-human
mov10,idh1,human,human,1,human-human
mov10,tmbim1,human,human,1,human-human
mov10,tuba4a,human,human,1,human-human
mov10,des,human,human,1,human-human
mov10,col4a3,human,human,1,human-human
mov10,sp100,human,human,1,human-human
mov10,psmd1,human,human,1,human-human
mov10,atg16l1,human,human,1,human-human
mov10,hjurp,human,human,1,human-human
mov10,atg4b,human,human,1,human-human
mov10,dtymk,human,human,1,human-human
mov10,ing5,human,human,1,human-human
mov10,arpc4,human,human,1,human-human
mov10,tatdn2,human,human,1,human-human
mov10,raf1,human,human,1,human-human
mov10,sh3bp5,human,human,1,human-human
mov10,clasp2,human,human,1,human-human
mov10,ctnnb1,human,human,1,human-human
mov10,fyco1,human,human,1,human-human
mov10,scap,human,human,1,human-human
mov10,smarcc1,human,human,1,human-human
mov10,dhx30,human,human,1,human-human
mov10,ccdc51,human,human,1,human-human
mov10,trex1,human,human,1,human-human
mov10,col7a1,human,human,1,human-human
mov10,uqcrc1,human,human,1,human-human
mov10,qrich1,human,human,1,human-human
mov10,qars1,human,human,1,human-human
mov10,apeh,human,human,1,human-human
mov10,rnf123,human,human,1,human-human
mov10,rbm5,human,human,1,human-human
mov10,sema3f,human,human,1,human-human
mov10,ifrd2,human,human,1,human-human
mov10,nprl2,human,human,1,human-human
mov10,dcaf1,human,human,1,human-human
mov10,alas1,human,human,1,human-human
mov10,thoc7,human,human,1,human-human
mov10,magi1,human,human,1,human-human
mov10,pcnp,human,human,1,human-human
mov10,zbtb11,human,human,1,human-human
mov10,b4galt4,human,human,1,human-human
mov10,umps,human,human,1,human-human
mov10,podxl2,human,human,1,human-human
mov10,sec61a1,human,human,1,human-human
mov10,isy1,human,human,1,human-human
mov10,mbd4,human,human,1,human-human
mov10,pik3r4,human,human,1,human-human
mov10,ryk,human,human,1,human-human
mov10,anapc13,human,human,1,human-human
mov10,pccb,human,human,1,human-human
mov10,actl6a,human,human,1,human-human
mov10,usp13,human,human,1,human-human
mov10,abcc5,human,human,1,human-human
mov10,abcf3,human,human,1,human-human
mov10,psmd2,human,human,1,human-human
mov10,etv5,human,human,1,human-human
mov10,tbccd1,human,human,1,human-human
mov10,lsg1,human,human,1,human-human
mov10,xxylt1,human,human,1,human-human
mov10,fyttd1,human,human,1,human-human
mov10,nop14,human,human,1,human-human
mov10,grpel1,human,human,1,human-human
mov10,wdr1,human,human,1,human-human
mov10,med28,human,human,1,human-human
mov10,dhx15,human,human,1,human-human
mov10,ociad1,human,human,1,human-human
mov10,stbd1,human,human,1,human-human
mov10,hnrnpd,human,human,1,human-human
mov10,enoph1,human,human,1,human-human
mov10,sec31a,human,human,1,human-human
mov10,cops4,human,human,1,human-human
mov10,mrps18c,human,human,1,human-human
mov10,wdfy3,human,human,1,human-human
mov10,herc3,human,human,1,human-human
mov10,rap1gds1,human,human,1,human-human
mov10,lamtor3,human,human,1,human-human
mov10,hadh,human,human,1,human-human
mov10,rpl34,human,human,1,human-human
mov10,rnf150,human,human,1,human-human
mov10,lrba,human,human,1,human-human
mov10,fbxw7,human,human,1,human-human
mov10,etfdh,human,human,1,human-human
mov10,hmgb2,human,human,1,human-human
mov10,slc25a4,human,human,1,human-human
mov10,pdcd6,human,human,1,human-human
mov10,ndufs6,human,human,1,human-human
mov10,zfr,human,human,1,human-human
mov10,egflam,human,human,1,human-human
mov10,marveld2,human,human,1,human-human
mov10,mrps27,human,human,1,human-human
mov10,ptcd2,human,human,1,human-human
mov10,f2rl1,human,human,1,human-human
mov10,aggf1,human,human,1,human-human
mov10,scamp1,human,human,1,human-human
mov10,erap1,human,human,1,human-human
mov10,rapgef6,human,human,1,human-human
mov10,hspa4,human,human,1,human-human
mov10,vdac1,human,human,1,human-human
mov10,kdm3b,human,human,1,human-human
mov10,hspa9,human,human,1,human-human
mov10,ankhd1,human,human,1,human-human
mov10,apbb3,human,human,1,human-human
mov10,wdr55,human,human,1,human-human
mov10,hars1,human,human,1,human-human
mov10,hars2,human,human,1,human-human
mov10,fchsd1,human,human,1,human-human
mov10,gnpda1,human,human,1,human-human
mov10,fbxo38,human,human,1,human-human
mov10,pcyox1l,human,human,1,human-human
mov10,synpo,human,human,1,human-human
mov10,galnt10,human,human,1,human-human
mov10,gemin5,human,human,1,human-human
mov10,mrpl22,human,human,1,human-human
mov10,ccng1,human,human,1,human-human
mov10,wwc1,human,human,1,human-human
mov10,ranbp17,human,human,1,human-human
mov10,npm1,human,human,1,human-human
mov10,stk10,human,human,1,human-human
mov10,bod1,human,human,1,human-human
mov10,tspan17,human,human,1,human-human
mov10,uimc1,human,human,1,human-human
mov10,lman2,human,human,1,human-human
mov10,dbn1,human,human,1,human-human
mov10,ddx41,human,human,1,human-human
mov10,tmed9,human,human,1,human-human
mov10,hnrnpab,human,human,1,human-human
mov10,clk4,human,human,1,human-human
mov10,sqstm1,human,human,1,human-human
mov10,exoc2,human,human,1,human-human
mov10,nqo2,human,human,1,human-human
mov10,slc35b3,human,human,1,human-human
mov10,rnf144b,human,human,1,human-human
mov10,h4c15,human,human,1,human-human
mov10,h2ac8,human,human,1,human-human
mov10,h2bc17,human,human,1,human-human
mov10,mrps18b,human,human,1,human-human
mov10,ddr1,human,human,1,human-human
mov10,ehmt2,human,human,1,human-human
mov10,atf6b,human,human,1,human-human
mov10,agpat1,human,human,1,human-human
mov10,pbx2,human,human,1,human-human
mov10,tapbp,human,human,1,human-human
mov10,nudt3,human,human,1,human-human
mov10,snrpc,human,human,1,human-human
mov10,znf76,human,human,1,human-human
mov10,nfya,human,human,1,human-human
mov10,klhdc3,human,human,1,human-human
mov10,xpo5,human,human,1,human-human
mov10,tnfrsf21,human,human,1,human-human
mov10,prim2,human,human,1,human-human
mov10,eef1a1,human,human,1,human-human
mov10,myo6,human,human,1,human-human
mov10,pnisr,human,human,1,human-human
mov10,ascc3,human,human,1,human-human
mov10,cdc40,human,human,1,human-human
mov10,hdac2,human,human,1,human-human
mov10,kpna5,human,human,1,human-human
mov10,gopc,human,human,1,human-human
mov10,bclaf1,human,human,1,human-human
mov10,ifngr1,human,human,1,human-human
mov10,hebp2,human,human,1,human-human
mov10,fbxo30,human,human,1,human-human
mov10,rab32,human,human,1,human-human
mov10,fbxo5,human,human,1,human-human
mov10,scaf8,human,human,1,human-human
mov10,acat2,human,human,1,human-human
mov10,mrpl18,human,human,1,human-human
mov10,dnaaf5,human,human,1,human-human
mov10,get4,human,human,1,human-human
mov10,tmem184a,human,human,1,human-human
mov10,snx8,human,human,1,human-human
mov10,rnf216,human,human,1,human-human
mov10,phf14,human,human,1,human-human
mov10,klhl7,human,human,1,human-human
mov10,igf2bp3,human,human,1,human-human
mov10,nod1,human,human,1,human-human
mov10,tmed4,human,human,1,human-human
mov10,ogdh,human,human,1,human-human
mov10,tbrg4,human,human,1,human-human
mov10,tns3,human,human,1,human-human
mov10,lancl2,human,human,1,human-human
mov10,nipsnap2,human,human,1,human-human
mov10,vkorc1l1,human,human,1,human-human
mov10,crcp,human,human,1,human-human
mov10,eif4h,human,human,1,human-human
mov10,gatad1,human,human,1,human-human
mov10,arpc1b,human,human,1,human-human
mov10,ptcd1,human,human,1,human-human
mov10,trip6,human,human,1,human-human
mov10,trim56,human,human,1,human-human
mov10,ap1s1,human,human,1,human-human
mov10,pmpcb,human,human,1,human-human
mov10,tes,human,human,1,human-human
mov10,cav1,human,human,1,human-human
mov10,atp6v1f,human,human,1,human-human
mov10,klhdc10,human,human,1,human-human
mov10,nup205,human,human,1,human-human
mov10,lrrc61,human,human,1,human-human
mov10,slc4a2,human,human,1,human-human
mov10,abcf2,human,human,1,human-human
mov10,atp6v1b2,human,human,1,human-human
mov10,xpo7,human,human,1,human-human
mov10,dmtn,human,human,1,human-human
mov10,chmp7,human,human,1,human-human
mov10,scara3,human,human,1,human-human
mov10,ccdc25,human,human,1,human-human
mov10,esco2,human,human,1,human-human
mov10,saraf,human,human,1,human-human
mov10,gtf2e2,human,human,1,human-human
mov10,ubxn8,human,human,1,human-human
mov10,bag4,human,human,1,human-human
mov10,gpat4,human,human,1,human-human
mov10,slc20a2,human,human,1,human-human
mov10,mcm4,human,human,1,human-human
mov10,mrpl15,human,human,1,human-human
mov10,mtfr1,human,human,1,human-human
mov10,vcpip1,human,human,1,human-human
mov10,stau2,human,human,1,human-human
mov10,ripk2,human,human,1,human-human
mov10,plekhf2,human,human,1,human-human
mov10,polr2k,human,human,1,human-human
mov10,ywhaz,human,human,1,human-human
mov10,trappc9,human,human,1,human-human
mov10,zc3h3,human,human,1,human-human
mov10,znf623,human,human,1,human-human
mov10,scrib,human,human,1,human-human
mov10,cyc1,human,human,1,human-human
mov10,cpsf1,human,human,1,human-human
mov10,c8orf33,human,human,1,human-human
mov10,kank1,human,human,1,human-human
mov10,pum3,human,human,1,human-human
mov10,rcl1,human,human,1,human-human
mov10,kdm4c,human,human,1,human-human
mov10,aco1,human,human,1,human-human
mov10,nfx1,human,human,1,human-human
mov10,nol6,human,human,1,human-human
mov10,ubap1,human,human,1,human-human
mov10,sigmar1,human,human,1,human-human
mov10,tln1,human,human,1,human-human
mov10,creb3,human,human,1,human-human
mov10,npr2,human,human,1,human-human
mov10,grhpr,human,human,1,human-human
mov10,anxa1,human,human,1,human-human
mov10,c9orf40,human,human,1,human-human
mov10,cep78,human,human,1,human-human
mov10,ctsl,human,human,1,human-human
mov10,ror2,human,human,1,human-human
mov10,nol8,human,human,1,human-human
mov10,slc31a1,human,human,1,human-human
mov10,hdhd3,human,human,1,human-human
mov10,pole3,human,human,1,human-human
mov10,znf618,human,human,1,human-human
mov10,ccp110,human,human,1,human-human
mov10,ttll11,human,human,1,human-human
mov10,arpc5l,human,human,1,human-human
mov10,hspa5,human,human,1,human-human
mov10,st6galnac4,human,human,1,human-human
mov10,urm1,human,human,1,human-human
mov10,miga2,human,human,1,human-human
mov10,ptpa,human,human,1,human-human
mov10,rapgef1,human,human,1,human-human
mov10,tsc1,human,human,1,human-human
mov10,surf6,human,human,1,human-human
mov10,surf1,human,human,1,human-human
mov10,surf4,human,human,1,human-human
mov10,rexo4,human,human,1,human-human
mov10,tmem141,human,human,1,human-human
mov10,rabl6,human,human,1,human-human
mov10,edf1,human,human,1,human-human
mov10,dph7,human,human,1,human-human
mov10,wdr37,human,human,1,human-human
mov10,asb13,human,human,1,human-human
mov10,sfmbt2,human,human,1,human-human
mov10,commd3,human,human,1,human-human
mov10,acbd5,human,human,1,human-human
mov10,cul2,human,human,1,human-human
mov10,znf248,human,human,1,human-human
mov10,herc4,human,human,1,human-human
mov10,hnrnph3,human,human,1,human-human
mov10,dna2,human,human,1,human-human
mov10,sar1a,human,human,1,human-human
mov10,dnajc9,human,human,1,human-human
mov10,anxa7,human,human,1,human-human
mov10,sec24c,human,human,1,human-human
mov10,aldh18a1,human,human,1,human-human
mov10,tctn3,human,human,1,human-human
mov10,r3hcc1l,human,human,1,human-human
mov10,got1,human,human,1,human-human
mov10,sfxn3,human,human,1,human-human
mov10,btrc,human,human,1,human-human
mov10,armh3,human,human,1,human-human
mov10,nolc1,human,human,1,human-human
mov10,nfkb2,human,human,1,human-human
mov10,actr1a,human,human,1,human-human
mov10,xpnpep1,human,human,1,human-human
mov10,smndc1,human,human,1,human-human
mov10,zdhhc6,human,human,1,human-human
mov10,sfxn4,human,human,1,human-human
mov10,grk5,human,human,1,human-human
mov10,mcmbp,human,human,1,human-human
mov10,zranb1,human,human,1,human-human
mov10,echs1,human,human,1,human-human
mov10,hras,human,human,1,human-human
mov10,ap2a2,human,human,1,human-human
mov10,nap1l4,human,human,1,human-human
mov10,smpd1,human,human,1,human-human
mov10,arfip2,human,human,1,human-human
mov10,ilk,human,human,1,human-human
mov10,copb1,human,human,1,human-human
mov10,tsg101,human,human,1,human-human
mov10,rcn1,human,human,1,human-human
mov10,cat,human,human,1,human-human
mov10,commd9,human,human,1,human-human
mov10,psmc3,human,human,1,human-human
mov10,ndufs3,human,human,1,human-human
mov10,fnbp4,human,human,1,human-human
mov10,fam111b,human,human,1,human-human
mov10,prpf19,human,human,1,human-human
mov10,tmem132a,human,human,1,human-human
mov10,tkfc,human,human,1,human-human
mov10,cpsf7,human,human,1,human-human
mov10,syt7,human,human,1,human-human
mov10,dagla,human,human,1,human-human
mov10,fen1,human,human,1,human-human
mov10,plcb3,human,human,1,human-human
mov10,arl2,human,human,1,human-human
mov10,mrpl49,human,human,1,human-human
mov10,fam89b,human,human,1,human-human
mov10,eif1ad,human,human,1,human-human
mov10,mrpl11,human,human,1,human-human
mov10,rbm14,human,human,1,human-human
mov10,syt12,human,human,1,human-human
mov10,grk2,human,human,1,human-human
mov10,rps6kb2,human,human,1,human-human
mov10,cpt1a,human,human,1,human-human
mov10,numa1,human,human,1,human-human
mov10,pde2a,human,human,1,human-human
mov10,p2ry2,human,human,1,human-human
mov10,relt,human,human,1,human-human
mov10,fam168a,human,human,1,human-human
mov10,rps3,human,human,1,human-human
mov10,emsy,human,human,1,human-human
mov10,pcf11,human,human,1,human-human
mov10,crebzf,human,human,1,human-human
mov10,ankrd49,human,human,1,human-human
mov10,amotl1,human,human,1,human-human
mov10,endod1,human,human,1,human-human
mov10,yap1,human,human,1,human-human
mov10,aasdhppt,human,human,1,human-human
mov10,bace1,human,human,1,human-human
mov10,cep164,human,human,1,human-human
mov10,hyou1,human,human,1,human-human
mov10,vps11,human,human,1,human-human
mov10,hinfp,human,human,1,human-human
mov10,usp2,human,human,1,human-human
mov10,trim29,human,human,1,human-human
mov10,rpusd4,human,human,1,human-human
mov10,foxred1,human,human,1,human-human
mov10,ncapd3,human,human,1,human-human
mov10,vps26b,human,human,1,human-human
mov10,nop2,human,human,1,human-human
mov10,mlf2,human,human,1,human-human
mov10,usp5,human,human,1,human-human
mov10,pex5,human,human,1,human-human
mov10,m6pr,human,human,1,human-human
mov10,gabarapl1,human,human,1,human-human
mov10,wbp11,human,human,1,human-human
mov10,strap,human,human,1,human-human
mov10,ppfibp1,human,human,1,human-human
mov10,cpne8,human,human,1,human-human
mov10,kif21a,human,human,1,human-human
mov10,pphln1,human,human,1,human-human
mov10,hdac7,human,human,1,human-human
mov10,pfkm,human,human,1,human-human
mov10,asb8,human,human,1,human-human
mov10,lima1,human,human,1,human-human
mov10,letmd1,human,human,1,human-human
mov10,csad,human,human,1,human-human
mov10,znf740,human,human,1,human-human
mov10,espl1,human,human,1,human-human
mov10,pym1,human,human,1,human-human
mov10,pa2g4,human,human,1,human-human
mov10,smarcc2,human,human,1,human-human
mov10,ankrd52,human,human,1,human-human
mov10,cs,human,human,1,human-human
mov10,spryd4,human,human,1,human-human
mov10,rbms2,human,human,1,human-human
mov10,prim1,human,human,1,human-human
mov10,ppm1h,human,human,1,human-human
mov10,msrb3,human,human,1,human-human
mov10,ntn4,human,human,1,human-human
mov10,slc25a3,human,human,1,human-human
mov10,ckap4,human,human,1,human-human
mov10,polr3b,human,human,1,human-human
mov10,mvk,human,human,1,human-human
mov10,git2,human,human,1,human-human
mov10,atxn2,human,human,1,human-human
mov10,pebp1,human,human,1,human-human
mov10,pxn,human,human,1,human-human
mov10,rnf10,human,human,1,human-human
mov10,unc119b,human,human,1,human-human
mov10,rhof,human,human,1,human-human
mov10,rsrc2,human,human,1,human-human
mov10,ogfod2,human,human,1,human-human
mov10,rilpl2,human,human,1,human-human
mov10,rilpl1,human,human,1,human-human
mov10,ubc,human,human,1,human-human
mov10,stx2,human,human,1,human-human
mov10,mphosph8,human,human,1,human-human
mov10,cenpj,human,human,1,human-human
mov10,uspl1,human,human,1,human-human
mov10,exosc8,human,human,1,human-human
mov10,slc25a15,human,human,1,human-human
mov10,mtrf1,human,human,1,human-human
mov10,ints6,human,human,1,human-human
mov10,vps36,human,human,1,human-human
mov10,obi1,human,human,1,human-human
mov10,rap2a,human,human,1,human-human
mov10,naxd,human,human,1,human-human
mov10,tubgcp3,human,human,1,human-human
mov10,pcid2,human,human,1,human-human
mov10,cdc16,human,human,1,human-human
mov10,pnp,human,human,1,human-human
mov10,supt16h,human,human,1,human-human
mov10,mettl3,human,human,1,human-human
mov10,oxa1l,human,human,1,human-human
mov10,haus4,human,human,1,human-human
mov10,c14orf93,human,human,1,human-human
mov10,psmb5,human,human,1,human-human
mov10,cdh24,human,human,1,human-human
mov10,ipo4,human,human,1,human-human
mov10,scfd1,human,human,1,human-human
mov10,fancm,human,human,1,human-human
mov10,slc39a9,human,human,1,human-human
mov10,rbm25,human,human,1,human-human
mov10,erg28,human,human,1,human-human
mov10,cipc,human,human,1,human-human
mov10,adck1,human,human,1,human-human
mov10,efcab11,human,human,1,human-human
mov10,tdp1,human,human,1,human-human
mov10,itpk1,human,human,1,human-human
mov10,ddx24,human,human,1,human-human
mov10,ckb,human,human,1,human-human
mov10,ppp1r13b,human,human,1,human-human
mov10,inf2,human,human,1,human-human
mov10,aven,human,human,1,human-human
mov10,emc4,human,human,1,human-human
mov10,fam98b,human,human,1,human-human
mov10,knstrn,human,human,1,human-human
mov10,gchfr,human,human,1,human-human
mov10,chp1,human,human,1,human-human
mov10,adal,human,human,1,human-human
mov10,zscan29,human,human,1,human-human
mov10,tp53bp1,human,human,1,human-human
mov10,tcf12,human,human,1,human-human
mov10,bnip2,human,human,1,human-human
mov10,snx1,human,human,1,human-human
mov10,ppib,human,human,1,human-human
mov10,oaz2,human,human,1,human-human
mov10,spg21,human,human,1,human-human
mov10,kif23,human,human,1,human-human
mov10,myo9a,human,human,1,human-human
mov10,clk3,human,human,1,human-human
mov10,ptpn9,human,human,1,human-human
mov10,hmg20a,human,human,1,human-human
mov10,tmed3,human,human,1,human-human
mov10,fanci,human,human,1,human-human
mov10,snrpa1,human,human,1,human-human
mov10,snrnp25,human,human,1,human-human
mov10,nme4,human,human,1,human-human
mov10,mcrip2,human,human,1,human-human
mov10,jmjd8,human,human,1,human-human
mov10,ciao3,human,human,1,human-human
mov10,mrps34,human,human,1,human-human
mov10,spsb3,human,human,1,human-human
mov10,msrb1,human,human,1,human-human
mov10,nthl1,human,human,1,human-human
mov10,mlst8,human,human,1,human-human
mov10,zscan32,human,human,1,human-human
mov10,znf174,human,human,1,human-human
mov10,alg1,human,human,1,human-human
mov10,txndc11,human,human,1,human-human
mov10,nde1,human,human,1,human-human
mov10,nomo2,human,human,1,human-human
mov10,palb2,human,human,1,human-human
mov10,nfatc2ip,human,human,1,human-human
mov10,kif22,human,human,1,human-human
mov10,maz,human,human,1,human-human
mov10,cd2bp2,human,human,1,human-human
mov10,sephs2,human,human,1,human-human
mov10,hsd3b7,human,human,1,human-human
mov10,vps35,human,human,1,human-human
mov10,c16orf87,human,human,1,human-human
mov10,psme3ip1,human,human,1,human-human
mov10,arl2bp,human,human,1,human-human
mov10,pllp,human,human,1,human-human
mov10,coq9,human,human,1,human-human
mov10,e2f4,human,human,1,human-human
mov10,nutf2,human,human,1,human-human
mov10,edc4,human,human,1,human-human
mov10,nfatc3,human,human,1,human-human
mov10,chtf8,human,human,1,human-human
mov10,utp4,human,human,1,human-human
mov10,cyb5b,human,human,1,human-human
mov10,nqo1,human,human,1,human-human
mov10,wwp2,human,human,1,human-human
mov10,pdpr,human,human,1,human-human
mov10,aars1,human,human,1,human-human
mov10,dhx38,human,human,1,human-human
mov10,rfwd3,human,human,1,human-human
mov10,adat1,human,human,1,human-human
mov10,cdyl2,human,human,1,human-human
mov10,mbtps1,human,human,1,human-human
mov10,wfdc1,human,human,1,human-human
mov10,zdhhc7,human,human,1,human-human
mov10,emc8,human,human,1,human-human
mov10,klhdc4,human,human,1,human-human
mov10,zc3h18,human,human,1,human-human
mov10,acsf3,human,human,1,human-human
mov10,rpl13,human,human,1,human-human
mov10,chmp1a,human,human,1,human-human
mov10,timm22,human,human,1,human-human
mov10,abr,human,human,1,human-human
mov10,inpp5k,human,human,1,human-human
mov10,wdr81,human,human,1,human-human
mov10,dph1,human,human,1,human-human
mov10,med31,human,human,1,human-human
mov10,ctdnep1,human,human,1,human-human
mov10,polr2a,human,human,1,human-human
mov10,mpdu1,human,human,1,human-human
mov10,chd3,human,human,1,human-human
mov10,pfas,human,human,1,human-human
mov10,trim16,human,human,1,human-human
mov10,gid4,human,human,1,human-human
mov10,fam83g,human,human,1,human-human
mov10,usp22,human,human,1,human-human
mov10,tmem11,human,human,1,human-human
mov10,poldip2,human,human,1,human-human
mov10,aldoc,human,human,1,human-human
mov10,myo18a,human,human,1,human-human
